,rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
661,15,1013. 강동구청역 1번 출입구,12,80,37.53071594,127.12098694,ST-497
662,13,1015. 샛마을 근린공원,2,15,37.55003738,127.14691162,ST-499
663,10,1016. 해뜨는 주유소옆 리엔파크 109동앞,1,10,37.55939865,127.17118073,ST-500
664,20,1017. 둔촌고교입구 교차로(길동주민센터 방면),8,40,37.53544617,127.14518738,ST-501
665,15,1018. 둔촌 주공 GS 맞은편,11,73,37.52425385,127.13528442,ST-830
666,10,1019. 다성이즈빌아파트(호원대 대각선 맞은편),39,390,37.52679443,127.13005829,ST-502
667,15,1020. 강동경찰서,7,47,37.52825165,127.12680054,ST-503
668,15,1021. 강일동 리슈빌 빌딩앞,31,207,37.56427383,127.17397308,ST-504
669,14,1022. 길동 사거리(초소앞),9,64,37.53377914,127.13799286,ST-505
670,22,1023. 한국종합기술사옥 앞,43,195,37.54998398,127.17470551,ST-1040
671,10,1024.  강동구청 앞,21,210,37.52929688,127.12315369,ST-1041
672,10,1025. 상일초등학교,15,150,37.54684067,127.17251587,ST-1042
673,20,1027. 프라자 아파트 앞,1,5,37.53596115,127.14781952,ST-1044
674,10,1028. 포레스 주상복합 빌딩,1,10,37.53310776,127.12277222,ST-1045
675,7,1029. 성내어울터,5,71,37.53655624,127.12553406,ST-1046
676,15,1030. 미호 플랜트 앞,0,0,37.52703094,127.12206268,ST-1047
677,15,1031. 올림픽로 836(아리수로),25,167,37.55604172,127.13093567,ST-1048
678,20,1032. 선사고등학교,29,145,37.55672836,127.13626099,ST-1049
679,17,1033. 고덕동 아남아파트,5,29,37.55793381,127.14476776,ST-1050
680,15,1034. 고덕동 래미안 힐스테이트,1,7,37.56187820,127.15078735,ST-1051
681,10,1036. 고덕동 주양쇼핑,2,20,37.55199051,127.15331268,ST-1053
682,10,1037. 강일리버파크 6단지,26,260,37.56256485,127.17761230,ST-1054
683,10,1038. 강일 다솜 어린이 공원,25,250,37.56863785,127.17480469,ST-1055
684,7,1039. 고덕초등학교,3,43,37.56129837,127.16784668,ST-1056
685,10,1041. 묘곡초등학교,17,170,37.55916214,127.15332031,ST-1058
686,10,1042. 강일리버파크 2~5단지,36,360,37.56854630,127.17700958,ST-1059
687,15,1044. 굽은다리역,61,407,37.54540634,127.14267731,ST-1061
688,13,1048. 둔촌어린이공원,19,146,37.53099442,127.14237213,ST-1370
689,10,1049. 강일리버파크 10단지,25,250,37.56120300,127.18026733,ST-1371
690,15,1050.  둔촌역 3번 출입구,18,120,37.52678299,127.13557434,ST-1420
691,15,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",31,207,37.55483627,127.13732147,ST-1421
692,11,1053. 동명근린공원 진입로 (아리수로),4,36,37.56254578,127.16448212,ST-1594
693,10,1056. 강일리버파크 7~11단지,25,250,37.56335449,127.17905426,ST-1597
694,15,1057. 능골근린공원,0,0,37.55580902,127.17374420,ST-1598
695,12,1058. 고덕숲 아이파크 1,2,17,37.55348206,127.16505432,ST-1623
696,15,1059. 래미안 강동팰리스(102동),5,33,37.53822708,127.13174438,ST-1626
697,6,1060. 천일초교 사거리,1,17,37.54467010,127.13267517,ST-1620
698,8,1061. 천호초교 입구 사거리(일주빌딩),0,0,37.54689789,127.13466644,ST-1621
699,10,1063.강동롯데캐슬퍼스트 아파트(관리동),2,20,37.55666351,127.14273834,ST-1762
700,10,1064.중앙보훈병원역 1번출구,2,20,37.52779388,127.14764404,ST-1763
701,10,1065.보훈병원 후문옆(더 원커피),4,40,37.53120804,127.14926910,ST-1764
702,10,1066.생태공원앞 교차로(조명탑),0,0,37.53776550,127.15201569,ST-1765
703,10,1067.한영중고앞사거리,1,10,37.54903412,127.15605164,ST-1766
704,10,1068.명일파출소,1,10,37.55364990,127.15622711,ST-1767
705,10,1070.(시립)고덕평생학습관,20,200,37.55570221,127.15792084,ST-1831
706,22,1072.고덕역 5번출구,2,9,37.55486298,127.15372467,ST-1833
707,7,1073. SSTS 몰 앞,11,157,37.54114532,127.14105225,ST-1834
708,15,1074.대명초교입구 사거리,2,13,37.54683685,127.14916229,ST-1835
709,10,1075.천동초교 삼거리,11,110,37.54136276,127.13718414,ST-1836
710,10,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),22,220,37.53989410,127.14103699,ST-1837
711,15,1077.강동역 1번출구 앞,4,27,37.53627014,127.13246918,ST-1838
712,25,1078.둔촌사거리,15,60,37.52197647,127.13362122,ST-1839
713,10,1079.강일동입구교차로,16,160,37.56184387,127.17084503,ST-1840
714,10,1080.천호지하주차장 5번 출입구,2,20,37.53683090,127.12841797,ST-1841
715,20,1081.트레빌빌딩,1,5,37.53699875,127.12953186,ST-1842
716,15,1083.광문고교사거리(아이파크),14,93,37.56036758,127.15659332,ST-1844
717,20,1084. 윤선생빌딩(JYP사옥),45,225,37.52392960,127.12912750,ST-1687
718,20,1085.래미안 솔베뉴(고덕로),0,0,37.55456924,127.14587402,ST-1845
719,10,1086.래미안 솔베뉴(구천면로),2,20,37.55059814,127.14545441,ST-1846
720,12,1088.풍납사거리(강동),3,25,37.52812195,127.11952209,ST-1848
721,15,1089.고덕 래미안힐스테이트(201동),5,33,37.56060028,127.14669800,ST-1849
722,17,1090.상일동역 2번출구 앞,18,106,37.55678940,127.16614532,ST-1850
723,10,1101. 상사마을 버스정류장(아라대교방면),9,90,37.58161163,126.79859924,ST-507
724,10,1102. 방화사거리 마을버스 버스정류장,5,50,37.57364273,126.81180573,ST-508
725,10,1103. 방화역 4번출구앞,21,210,37.57710648,126.81199646,ST-831
726,10,1105. 방화근린공원,5,50,37.58162308,126.81265259,ST-509
727,18,1106. 신방화사거리,30,167,37.57256317,126.81642151,ST-824
728,8,1108. 공항시장역 2번출구 뒤,1,13,37.56387329,126.81060791,ST-510
729,6,1109. 공항시장역 4번출구,0,0,37.56334686,126.81048584,ST-511
730,15,1110. 공항중학교앞,33,220,37.56220245,126.81624603,ST-828
731,20,1111. 마곡엠밸리6_7단지 마곡중학교,7,35,37.56698227,126.82180023,ST-512
732,15,1112. 마곡엠밸리4단지 정문,11,73,37.56857681,126.82477570,ST-513
733,15,1113. 서남환경공원 버스정류장,14,93,37.57312393,126.82238770,ST-514
734,10,1117. 등촌5단지아파트 버스정류장,3,30,37.55819702,126.84426117,ST-834
735,10,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),34,340,37.55746078,126.86145782,ST-516
736,6,1119. 염창동 한마음아파트 앞,22,367,37.55425262,126.86756134,ST-517
737,25,1120. 대림경동아파트앞,12,48,37.56478500,126.85464478,ST-518
738,15,1121. 가양레포츠센터 앞,8,53,37.55947876,126.86437988,ST-519
739,6,1124. 발산역 6번 출구 뒤,12,200,37.55817795,126.83845520,ST-522
740,7,1126. 우장산역 1번출구옆(우장산아이파크105동앞),0,0,37.54890823,126.83656311,ST-523
741,10,1127. 화곡역 버스정류장,32,320,37.54098129,126.83854675,ST-524
742,10,1128. 화곡역 6번출구,13,130,37.54141235,126.84022522,ST-829
743,7,1129. 화곡역 1번 출구 앞,12,171,37.54209900,126.84021759,ST-525
744,7,1130. 화곡본동시장 버스정류장,3,43,37.54275131,126.84262085,ST-526
745,10,1132. 등촌역 7번출구,23,230,37.55110931,126.86370850,ST-528
746,16,1135. 강서구의회,17,106,37.54653168,126.86254883,ST-530
747,8,1136. 등촌2파출소,7,88,37.54456711,126.86196899,ST-531
748,10,1137. 등촌2동주민센터,27,270,37.54126358,126.86337280,ST-532
749,8,1139. 용문사 버스정류장,10,125,37.53852081,126.86343384,ST-533
750,17,1140. 목동사거리 버스정류장,30,176,37.53139877,126.86360931,ST-534
751,20,1141. 곰달래 문화복지센터 A,21,105,37.52906036,126.84848022,ST-535
752,10,1145. 곰달래 문화복지센터 B,16,160,37.52891922,126.84808350,ST-536
753,10,1148. 볏골공원,5,50,37.54146957,126.84477997,ST-538
754,13,1149. 신방화역환승주차장,9,69,37.56728363,126.81827545,ST-975
755,7,1150. 송정역 1번출구,15,214,37.56153107,126.81069946,ST-1062
756,30,1151. 마곡역1번출구,55,183,37.56020737,126.82414246,ST-1063
757,36,1152. 마곡역교차로,51,142,37.55831146,126.82652283,ST-1064
758,32,"1153. 발산역 1번, 9번 인근 대여소",6,19,37.55894852,126.83717346,ST-1065
759,10,1155. 기쁜우리복지관,26,260,37.56925964,126.84841919,ST-1067
760,8,1157. 강서구청,25,313,37.55065918,126.84976959,ST-1069
761,20,1158. 가양역 8번출구,24,120,37.56103516,126.85481262,ST-1249
762,20,1159. 서서울모터리움 앞,27,135,37.56585312,126.84659576,ST-1250
763,20,1160. 양천향교역 7번출구앞,3,15,37.56768036,126.84089661,ST-1251
764,10,1161. 강서면허시험장 앞,14,140,37.54969406,126.81966400,ST-1252
765,10,1162. 공항초등학교건너편,11,110,37.56267929,126.82047272,ST-1253
766,14,1163. 방화동강서기동대앞,12,86,37.57049942,126.82008362,ST-1254
767,20,1165. 마곡중학교 후문,0,0,37.56844711,126.82164764,ST-1338
768,20,1166. 강서구립등빛도서관,36,180,37.56256866,126.84246063,ST-1351
769,25,1167. 마곡수명산파크3단지 교차로,19,76,37.55350876,126.82586670,ST-1352
770,14,1168. 마곡엠밸리10단지 앞,7,50,37.56029129,126.81875610,ST-1402
771,8,1169. 염창역 1번 출구,28,350,37.54719925,126.87448883,ST-1506
772,11,1170. 강서구보건소,3,27,37.54917908,126.86879730,ST-1507
773,8,1171. 염창동 새마을금고 건너편,14,175,37.55004883,126.87316132,ST-1508
774,8,1172. 가양3동 주민센터,12,150,37.56124878,126.86058044,ST-1509
775,15,1173. 강서구청사거리(SH타워),0,0,37.55673599,126.85307312,ST-1510
776,9,1174. 강서구청사거리(부민병원),9,100,37.55661392,126.85116577,ST-1511
777,15,1175. 대한항공 인력개발센터,17,113,37.55437851,126.85753632,ST-1512
778,15,1177. 수명중․고교,26,173,37.55010986,126.82367706,ST-1514
779,10,1178. 개화산역 2번 출구,14,140,37.57247162,126.80616760,ST-1515
780,15,1180. 마곡엠밸리 15단지(1502동) 건너편,19,127,37.55746841,126.82971954,ST-1517
781,10,1181. 농수산식품공사 (강서지사),16,160,37.55104446,126.81849670,ST-1518
782,20,1182. KBS 스포츠월드,15,75,37.55687714,126.84880829,ST-1519
783,10,1183. 강서대학교,11,110,37.54832077,126.85340118,ST-1520
784,26,1184. 마곡13단지,81,312,37.55644989,126.81597900,ST-1645
785,20,1185. 등촌9단지,13,65,37.56290054,126.84947205,ST-1646
786,15,1186. 송정중학교,38,253,37.55472946,126.81609344,ST-1647
787,15,1187. 강서수산물도매시장,26,173,37.55302048,126.81836700,ST-1676
788,8,1188. 롯데중앙연구소,22,275,37.57138062,126.82833862,ST-1708
789,14,1190. 마곡역 교차로(2번출구),5,36,37.56050110,126.82665253,ST-1709
790,13,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",12,92,37.56024170,126.82716370,ST-1689
791,20,1192. 마곡수명산파크 209동 건너편,15,75,37.55545044,126.82689667,ST-1710
792,51,1193. 마곡센트럴타워 1차,36,71,37.55947113,126.83207703,ST-1688
793,24,1195. 코오롱One&Only타워,62,258,37.56412888,126.83431244,ST-1712
794,11,1196. 서울식물원(문화센터) 건너편,20,182,37.56824112,126.83583069,ST-1713
795,20,1197. 엠펠리체 호텔 건너편,8,40,37.56024170,126.83580780,ST-1714
796,31,1198. LG 사이언스파크,43,139,37.56254959,126.82743835,ST-1715
797,13,1199. 우장산역 3번출구,3,23,37.54782104,126.83612823,ST-1694
798,10,1200. 개화광역환승센터,5,50,37.57844925,126.79897308,ST-1695
799,15,1201. 가락시장역 3번 출구,2,13,37.49317932,127.11854553,ST-838
800,20,1203. 밀리아나2빌딩 앞,20,100,37.49372864,127.12062073,ST-737
801,10,1204. 거여역 3번출구,7,70,37.49334335,127.14472961,ST-930
802,15,1205. 종합운동장역 4번출구,37,247,37.51042938,127.07137299,ST-539
803,20,1206. 9호선종합운동장역 9번출구,15,75,37.51128006,127.07823944,ST-540
804,6,1207. 마천중앙시장,14,233,37.49975586,127.15250397,ST-738
805,25,1208. 풍납현대아파트쉼터,3,12,37.52974701,127.11996460,ST-541
806,20,1209. 잠실나루역 (2번 출구 쪽),2,10,37.52045059,127.10420227,ST-542
807,30,1210. 롯데월드타워(잠실역2번출구 쪽),29,97,37.51312637,127.10095978,ST-891
808,10,1212. 송파역 2번 출구앞,29,290,37.49941254,127.11286926,ST-839
809,12,1213. 백토공원 앞,2,17,37.50831985,127.13321686,ST-543
810,10,1214. 오금역 7번 출구 인근,1,10,37.50259399,127.12764740,ST-740
811,15,1215. 올림픽공원역 1번출구 앞,16,107,37.51657104,127.13153839,ST-544
812,15,1217. 송파파인타운 7단지,9,60,37.47930527,127.12979889,ST-545
813,12,1218. 방이역 4번출구,6,50,37.50896835,127.12583923,ST-892
814,15,1220. 잠실근린공원,16,107,37.50569153,127.08403778,ST-546
815,9,1221. 삼전역 4번출구,18,200,37.50419998,127.08753204,ST-933
816,23,1222. 잠실새내역 5번 출구 뒤,27,117,37.51198196,127.08505249,ST-547
817,15,1224. 아시아지하보도 2번 출구,7,47,37.51216888,127.07893372,ST-548
818,10,1226. 잠실4동 주민센터 옆,30,300,37.52007675,127.11236572,ST-894
819,10,1227. 거여역 8번출구 뒤,19,190,37.49312592,127.14382172,ST-895
820,10,1228. 마천사거리 ,25,250,37.49769974,127.14620209,ST-896
821,15,1229. 송파체육문화회관 앞,0,0,37.49068832,127.14312744,ST-549
822,10,1230. 송파중학교 정문,1,10,37.49567032,127.13059235,ST-897
823,13,1231. 잠실역 6번출구,35,269,37.51408768,127.09902954,ST-840
824,10,1232. 잠실주공 521동 건너편,22,220,37.51184082,127.09568787,ST-550
825,9,1233. 잠실3거리(갤러리아팰리스),1,11,37.51050949,127.09336853,ST-551
826,14,1235. 잠실트리지움310동 옆,14,100,37.50887299,127.08716583,ST-553
827,13,1239. 문정 법조단지3,9,69,37.48084259,127.11801147,ST-899
828,10,1240. 문정 법조단지4,6,60,37.48057556,127.11856842,ST-900
829,10,1241. 문정 법조단지5,7,70,37.48123932,127.11979675,ST-901
830,10,1242. 문정 법조단지6,6,60,37.48163223,127.11916351,ST-902
831,29,1243. 문정 법조단지7,28,97,37.48453140,127.12016296,ST-903
832,11,1244. 문정 법조단지8,5,45,37.48153687,127.12212372,ST-904
833,10,1245. 문정 법조단지9,4,40,37.47946548,127.12532806,ST-905
834,30,1246. 문정 법조단지10,17,57,37.47750854,127.12632751,ST-906
835,15,1247. 문정 법조단지11,4,27,37.47882080,127.12351227,ST-907
836,25,1248. 방이초등학교,0,0,37.51396179,127.12167358,ST-908
837,10,1250.문정2동 주민센터,15,150,37.48987198,127.11083984,ST-981
838,10,1251. 석촌역 2번출구,9,90,37.50593185,127.10774994,ST-1070
839,10,1253. 오금역 3번 출구 뒤,1,10,37.50165176,127.12818146,ST-1072
840,8,1256. 문정현대아파트 교차로,4,50,37.49113083,127.12580872,ST-1075
841,20,1257. 가락시장역 사거리,34,170,37.49209976,127.11775208,ST-1076
842,10,1258. 가락미륭아파트 앞,2,20,37.49319839,127.12899780,ST-1077
843,20,1259. 방이역 1번출구,4,20,37.50898361,127.12659454,ST-1078
844,8,1260. 방이동 한양3차아파트 옆,1,13,37.50630188,127.12139893,ST-1079
845,10,1262. 송파여성문화회관 앞,8,80,37.50580215,127.10971832,ST-1081
846,10,1263. 장지공영차고지,9,90,37.48054123,127.13701630,ST-1082
847,8,1264. 천호역 10번 출구 앞,3,38,37.53858185,127.12280273,ST-1083
848,10,1265. 문정동 근린공원,18,180,37.48598862,127.12476349,ST-1084
849,10,1266. 문정동 글샘 공원,16,160,37.47880936,127.12000275,ST-1085
850,14,1267. 올림픽공원 남2문 앞,1,7,37.51424026,127.12306976,ST-1086
851,15,1268. 몽촌토성역 1번출구 옆,2,13,37.51728821,127.11419678,ST-1087
852,10,1269. 리센츠아파트 ,13,130,37.51194382,127.09121704,ST-1088
853,15,1271. 송파도서관,7,47,37.49998474,127.13539124,ST-1089
854,20,1274. 영파여고 앞,3,15,37.53284836,127.12104797,ST-1092
855,15,1275. 거여초등학교 옆,18,120,37.50458908,127.13936615,ST-1367
856,15,1277. 성내7교,23,153,37.50562668,127.13642120,ST-1408
857,16,1278. 송파구청 교차로,10,63,37.51579666,127.10681915,ST-1409
858,10,1279. 마천금호어울림 1차아파트 건너편,6,60,37.49751663,127.15467834,ST-1410
859,10,1282. 송파소방서 맞은편(성내4교),33,330,37.49987411,127.14147949,ST-1413
860,8,1283. 오금공원 사거리,0,0,37.50541306,127.13169098,ST-1414
861,10,1285. 위례별 유치원 뒤,16,160,37.47747040,127.14459229,ST-1416
862,10,1286. 위례중앙푸르지오 1단지 앞,14,140,37.47437668,127.14067078,ST-1417
863,8,1287. 위례아이파크 101동 맞은편,24,300,37.47746658,127.14151001,ST-1418
864,15,1288. 문정중교 사거리,0,0,37.48799896,127.13108826,ST-1419
865,10,1289. 풍납토성 서성벽터B,12,120,37.53147125,127.11109161,ST-1422
866,10,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,20,200,37.47458267,127.13754272,ST-1579
867,30,1291. 서울체육고등학교 앞,26,87,37.52193832,127.13186646,ST-1580
868,14,1293. 석촌호수 서호 사거리,15,107,37.50656128,127.09655762,ST-1582
869,8,1295. 잠실역 8번출구,19,238,37.51396179,127.10030365,ST-1584
870,10,1296. 석촌호수교차로 (송파나루근린공원 앞),1,10,37.50867844,127.10343170,ST-1585
871,15,1297. 석촌호수교차로(동호 팔각정 앞),1,7,37.50920105,127.10411835,ST-1586
872,15,1299. 송파소방서 (방이119안전센터),0,0,37.51987839,127.13671112,ST-1588
873,15,1300. 오륜사거리,16,107,37.50693893,127.13922119,ST-1589
874,5,1302. 한성대입구역6번출구 뒤,2,40,37.58876419,127.00630951,ST-825
875,10,1303. 돈암초교 입구,9,90,37.59169388,127.01249695,ST-931
876,10,1304. 만해공원,6,60,37.59440231,126.99230957,ST-826
877,15,1305. 성북구청,9,60,37.58932877,127.01643372,ST-947
878,10,1306. 한성대입구역2번출구,1,10,37.58844757,127.00670624,ST-842
879,16,1308. 안암로터리 버스정류장 앞,24,150,37.58259201,127.02897644,ST-827
880,8,1314. 정릉꿈에그린1단지 201동 앞,6,75,37.60243988,127.01168823,ST-559
881,10,1315. 고려사대부속중고 정문,0,0,37.60776138,127.00328064,ST-560
882,10,1316. 고려사대부속중고 건너편 ,16,160,37.60726166,127.00283813,ST-562
883,14,1318. 길음역 3번출구 뒤,11,79,37.60308456,127.02478790,ST-563
884,10,1319. 종암박스파크,10,100,37.60301971,127.03329468,ST-564
885,14,1321. 국민은행 종암동지점 앞,30,214,37.59328842,127.03666687,ST-655
886,10,1322. 래미안라센트아파트 103동 앞,23,230,37.59806824,127.03927612,ST-565
887,10,1325. 상월곡역 4번출구,2,20,37.60580826,127.04773712,ST-571
888,10,1326. 상월곡역 1번출구,13,130,37.60606766,127.04731750,ST-572
889,10,1327. 상월곡역 3번출구,22,220,37.60734177,127.05068207,ST-574
890,10,1328. 월곡역 3번출구,17,170,37.60262680,127.04163361,ST-910
891,8,1332. 석계역 5번출구 건너편,16,200,37.61351776,127.06615448,ST-578
892,20,1333. 석관초등학교 앞,51,255,37.61029053,127.05888367,ST-579
893,10,1334. 석관동주민센터 앞,13,130,37.61299896,127.06130981,ST-580
894,9,1336. 성북3교 위,15,167,37.59171295,127.01355743,ST-1200
895,13,1337. 돈암성당 옆,9,69,37.59039307,127.01716614,ST-1201
896,15,1338. 용문2교 옆,14,93,37.58701324,127.02092743,ST-1202
897,9,1339. 삼성전자서비스 성북센터,39,433,37.61057281,127.03366852,ST-1203
898,11,1340. 광운초등학교 앞,28,255,37.61784363,127.05500031,ST-1204
899,10,1342. 성북쉼터 앞,9,90,37.59261703,126.99793243,ST-1206
900,8,1343. 한성대7번출구 앞,1,13,37.58924866,127.00737762,ST-1207
901,10,1344. 아리랑시네센터 앞,7,70,37.60028839,127.01370239,ST-1208
902,10,1346. 길음8골어린이공원 옆,10,100,37.60897827,127.02024841,ST-1210
903,10,1347. 길음래미안아파트817동 상가 앞,5,50,37.60710526,127.02149963,ST-1211
904,12,1348. 성북제일새마을금고 본점 앞,17,142,37.60475159,127.02275848,ST-1212
905,10,1349. 월계2교 버스정류장 앞,32,320,37.62140656,127.05197144,ST-1213
906,8,1351. 안암2교 옆,0,0,37.57936478,127.02436066,ST-1215
907,8,1352. e 편한세상 보문아파트 내,13,163,37.58388138,127.01709747,ST-1216
908,8,1353. 금호어울림센터힐 내,0,0,37.60083008,127.02355194,ST-1217
909,22,1354. 고려대학교 2번출구,24,109,37.59071350,127.03619385,ST-1317
910,10,1357. 북한산보국문역,1,10,37.61207199,127.00813293,ST-1383
911,7,1358. 정릉도서관 앞,3,43,37.60478973,127.01058197,ST-1384
912,10,1360. 정릉역,13,130,37.60309601,127.01350403,ST-1386
913,20,1361. 홍익중고 입구,22,110,37.59296799,127.00223541,ST-1424
914,25,1363. 보문4교 인근,16,64,37.58375168,127.02194977,ST-1455
915,10,1364. 성북동 치안센터 앞,8,80,37.59017181,127.00408936,ST-1456
916,10,1365. 선잠단지 앞,9,90,37.59336090,126.99909210,ST-1457
917,10,1366. 일신초등학교 옆,18,180,37.59972000,127.04038239,ST-1458
918,10,1367. 길음문화복합미디어센터,11,110,37.60429764,127.02261353,ST-1459
919,10,1368. 성신여대입구 교차로,18,180,37.59139633,127.02015686,ST-1460
920,10,1370. 복자사랑 피정의 집,0,0,37.59453964,126.99520874,ST-1634
921,20,1372. KEB은행 고대점,2,10,37.58644485,127.03160095,ST-1636
922,8,1373. 성북구보건소 건너편,11,138,37.60235596,127.03907776,ST-1637
923,20,1375. 생명의 전화 종합복지관 앞 교차로,35,175,37.60390854,127.03737640,ST-1723
924,7,1376. 한국과학기술연구원 중문,4,57,37.59730911,127.04378510,ST-1745
925,10,1377. 한국과학기술연구원 북문,2,20,37.60418701,127.04549408,ST-1746
926,10,1379.길음뉴타운푸르지오아파트 3단지,6,60,37.60929489,127.01847839,ST-2221
927,15,1380.월곡역 5번출구 앞,36,240,37.60108566,127.04123688,ST-2222
928,18,1381.석계역 4번출구 뒤,8,44,37.61478424,127.06700134,ST-2223
929,10,1382.래미안월곡아파트 입구,9,90,37.60866547,127.03627014,ST-2406
930,13,1384.성신여대입구역 5번출구,6,46,37.59282684,127.01628876,ST-2225
931,10,1385.성신여대입구역 3번출구 앞,3,30,37.59236526,127.01628876,ST-2226
932,10,1386.동선고가차도 초입,0,0,37.59415817,127.01896667,ST-2227
933,10,1388. 돈암초교입구 버스정류장(한성대입구역 방면),1,10,37.59088135,127.01170349,ST-2229
934,10,1390.석관래미안아트리치,30,300,37.60646057,127.06162262,ST-2231
935,10,1391.성북청소년센터,15,150,37.61688232,127.05606842,ST-2232
936,10,1392.돈암삼성풍림아파트,3,30,37.59709930,127.02262878,ST-2233
937,10,1393.돈암육교 하단,2,20,37.59818268,127.02117920,ST-2234
938,10,1394.길음뉴타운 래미안9단지,4,40,37.60242462,127.01998138,ST-2235
939,20,1395.래미안장위포레카운티(102동),40,200,37.61817932,127.05183411,ST-2236
940,30,1396.래미안장위퍼스트하이(513동),58,193,37.61844254,127.05145264,ST-2237
941,15,1401. 극동늘푸른아파트,17,113,37.61473846,127.07636261,ST-558
942,10,1402. 금란주차장 앞,2,20,37.60007095,127.10233307,ST-561
943,15,1403. 중화빌딩 앞 (동부시장),12,80,37.59424973,127.07657623,ST-566
944,10,1404. 동일로 지하차도,3,30,37.59529877,127.08003235,ST-599
945,10,1405. 망우역 1번출구,0,0,37.59909821,127.09294891,ST-568
946,10,1407. 먹골역 1번출구 뒤,17,170,37.61151123,127.07788849,ST-847
947,10,1408. 먹골역 6번출구 앞,1,10,37.61072159,127.07747650,ST-570
948,10,1410. 면목 대원칸타빌아파트,9,90,37.57778168,127.09018707,ST-573
949,10,1411. 상봉시장앞 교차로 한성빌딩 앞,15,150,37.59254074,127.08673859,ST-912
950,9,1414. 사가정역 2번출구,16,178,37.58098984,127.08824158,ST-849
951,8,1416. 상봉역 3번출구,11,138,37.59521866,127.08599854,ST-850
952,10,1418. 새솔초등학교,5,50,37.61743927,127.10901642,ST-583
953,15,1420. 신내어울공원 앞,9,60,37.61394501,127.09770203,ST-585
954,13,1421. 신내역 4번출구,11,85,37.61246109,127.10337830,ST-586
955,10,1422. 신내우디안아파트 1단지,4,40,37.62009811,127.10646057,ST-587
956,10,1424. 양원역 2번출구,1,10,37.60631180,127.10774231,ST-588
957,10,1425. 신성미소지움아파트,19,190,37.58745956,127.09597015,ST-589
958,10,1426. 면목도시개발아파트 1동 앞,27,270,37.57358932,127.08682251,ST-590
959,10,1427. 용마산역 1번출구,0,0,37.57429886,127.08691406,ST-852
960,10,1428. 원묵고등학교,19,190,37.61602402,127.08596802,ST-853
961,15,1429. 장안중학교,2,13,37.59995651,127.08000183,ST-854
962,20,1430. 중랑구청,14,70,37.60615158,127.09259796,ST-855
963,10,1431. 중랑구청 사거리,7,70,37.60649872,127.09545135,ST-856
964,10,1433. 중화역 2번출구,8,80,37.60207748,127.07958221,ST-857
965,10,1435. 능산삼거리,13,130,37.60868073,127.10079193,ST-593
966,15,1436. 동원베네스트 건물 앞,17,113,37.60810089,127.10118103,ST-594
967,15,1437. 늘푸른공원 앞,18,120,37.58341980,127.07992554,ST-595
968,15,1438. 홈플러스 신내점 앞,13,87,37.61616898,127.09348297,ST-596
969,10,1440. 면목2동 사거리,18,180,37.58637238,127.08007050,ST-942
970,10,1441. 신내능말공원,16,160,37.61670685,127.11026001,ST-584
971,8,1442. 중랑구청 중화동 별관 앞,3,38,37.59859085,127.07981873,ST-1093
972,10,1444. 면목4치안센터,16,160,37.57402802,127.08054352,ST-1095
973,10,1446. 중랑전화국 교차로,13,130,37.59130096,127.08032990,ST-1097
974,17,1447. 면목역 3번출구,12,71,37.58890152,127.08728027,ST-1098
975,15,1448. 코스트코 상봉점,8,53,37.59732056,127.08979797,ST-1099
976,15,1449. 상봉역 1번출구,26,173,37.59655762,127.08583832,ST-1332
977,10,1450. 화랑대역 7번출구,23,230,37.61963654,127.08504486,ST-1333
978,10,1451. 중랑세무서,17,170,37.59275818,127.07266998,ST-1334
979,25,1452. 겸재교 진입부,10,40,37.58565521,127.07505035,ST-1335
980,9,1453. 중랑캠핑숲,9,100,37.60460281,127.10925293,ST-1345
981,10,1454. 한국전력공사(동대문 중랑지사),12,120,37.60734940,127.07859039,ST-1346
982,10,1455. 상봉역 2번 출구,40,400,37.59632874,127.08589935,ST-1375
983,10,1456. 상아빌딩(우림시장 교차로),21,210,37.59511185,127.10032654,ST-1380
984,10,1457. 동원사거리,3,30,37.58975983,127.09323883,ST-1381
985,9,1458. 상봉터미널2,12,133,37.59733963,127.09308624,ST-1451
986,6,1459. 용마한신아파트사거리,1,17,37.57984543,127.09276581,ST-1452
987,12,1461.동양엔파트 앞,27,225,37.59385300,127.07507324,ST-2282
988,9,1462.동부시장 북문 앞,3,33,37.59386826,127.07652283,ST-2283
989,10,1463.중랑구민회관,7,70,37.57407761,127.08500671,ST-2284
990,15,1464.중화역 4번출구,30,200,37.60305405,127.07900238,ST-2285
991,10,1466.두산대림아파트 삼거리,5,50,37.61882401,127.08757019,ST-2287
992,10,1467.sk신내 주유소앞(용마산로),9,90,37.61362076,127.10115051,ST-2288
993,6,1468.먹골역 7번 출구,0,0,37.61147690,127.07739258,ST-2289
994,20,1469.먹골역 4번출구,32,160,37.60982132,127.07813263,ST-2290
995,20,1470.중화동 우리은행 앞,17,85,37.60520172,127.07858276,ST-2291
996,10,1471.동양쇼핑 정류소 앞,14,140,37.61535263,127.07849121,ST-2292
